title,author,publisher,page,language,discount_rate,discounted_price,price,rating,reviews,cover,paper,isbn,date,link,image;
Kağıttan Gemi ,Osman Sungur Yeken,YEDİVEREN YAYINLARI,272,TÜRKÇE,% 40,25.20,42.00,5,13,Karton Kapak,Kitap Kağıdı,9786052691151,2020-06-25,https://www.kitapyurdu.com/kitap/kagittan-gemi-/544561.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11246500/wi:100/wh:true;
Felsefenin Kısa Tarihi,Ahmet Cevizci,SAY YAYINLARI,712,TÜRKÇE,% 28,54.00,75.00,5,123,Karton Kapak,Kitap Kağıdı,9786050201703,2021-03-08,https://www.kitapyurdu.com/kitap/felsefenin-kisa-tarihi/281751.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11379967/wi:100/wh:true;
Sultan Abdülhamid,François Georgeon,İLETİŞİM YAYINLARI,648,TÜRKÇE,% 30,66.64,95.00,5,105,Karton Kapak,Kitap Kağıdı,9789750510786,2020-10-05,https://www.kitapyurdu.com/kitap/sultan-abdulhamid/279760.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:72132/wi:100/wh:true;
İktidar Nedir?,Byung-Chul Han,İNSAN YAYINLARI,128,TÜRKÇE,% 32,15.00,22.00,5,20,Karton Kapak,Kitap Kağıdı,9789755749471,2020-10-14,https://www.kitapyurdu.com/kitap/iktidar-nedir/559145.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11293406/wi:100/wh:true;
TYT AYT Tarih Soru Bankası,Metin Alan,LİMİT YAYINLARI,352,TÜRKÇE,% 46,64.80,120.00,5,132,Karton Kapak,1. Hm. Kağıt,9786052753248,2019-07-01,https://www.kitapyurdu.com/kitap/tyt-ayt-tarih-soru-bankasi/491801.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9412769/wi:100/wh:true;
Bir Kedi, Bir Adam, İki Kadın,Junichiro Tanizaki,JAGUAR KİTAP,104,TÜRKÇE,% 40,14.40,24.00,4,154,Karton Kapak,Kitap Kağıdı,9786058259331,2017-12-01,https://www.kitapyurdu.com/kitap/bir-kedi-bir-adam-iki-kadin/432231.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:4293769/wi:100/wh:true;
Rönesans Avrupası & Türkiye'nin Batı Medeniyetiyle Özdeşleşme Süreci,Prof. Dr. Halil İnalcık,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,400,TÜRKÇE,% 37,24.04,38.00,5,316,Karton Kapak,Kitap Kağıdı,9786053602644,2019-09-12,https://www.kitapyurdu.com/kitap/ronesans-avrupasi-amp-turkiyenin-bati-medeniyetiyle-ozdeslesme-sureci/258190.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:16614/wi:100/wh:true;
Erkekler Yalnızlıklar / Murathan Mungan’ın Seçtikleriyle,Murathan Mungan,METİS YAYINLARI,280,TÜRKÇE,% 27,38.06,52.00,5,5,Karton Kapak,Kitap Kağıdı,9786053162438,2021-12-09,https://www.kitapyurdu.com/kitap/erkekler-yalnizliklar--murathan-munganin-sectikleriyle/601817.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11490796/wi:100/wh:true;
Din Felsefesi,Prof. Dr. Mehmet S. Aydın,İZMİR İLAHİYAT VAKFI YAYINLARI,364,TÜRKÇE,% 16,58.80,70.00,4,122,Karton Kapak,Kitap Kağıdı,9789759546649,2020-01-01,https://www.kitapyurdu.com/kitap/din-felsefesi/40509.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11432564/wi:100/wh:true;
Dünyevileşme Her Yerden Aşk Kalpten Vurur,İhsan Şenocak,HÜKÜM KİTAP,136,TÜRKÇE,% 35,22.75,35.00,5,101,Karton Kapak,Kitap Kağıdı,9786056917042,2020-01-22,https://www.kitapyurdu.com/kitap/dunyevilesme-her-yerden-ask-kalpten-vurur/529271.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10798721/wi:100/wh:true;
Deniz Kenarında,Abdulrazak Gurnah,İLETİŞİM YAYINLARI,304,TÜRKÇE,% 30,44.90,64.00,5,6,Karton Kapak,Kitap Kağıdı,9789750531569,2022-02-14,https://www.kitapyurdu.com/kitap/deniz-kenarinda/588897.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11465929/wi:100/wh:true;
Nüzul Sırasına Göre Hayat Kitabı Kur'an Gerekçeli Meal-Tefsir-Mushafsız (Hafız Boy-Ciltli),Mustafa İslamoğlu,DÜŞÜN YAYINCILIK,916,TÜRKÇE,% 34,118.80,180.00,4,247,Ciltli,Şamuha Kağıt,9786054195053,2020-09-30,https://www.kitapyurdu.com/kitap/nuzul-sirasina-gore-hayat-kitabi-kuran-gerekceli-mealtefsirmushafsiz-hafiz-boyciltli/137163.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11285603/wi:100/wh:true;
Sihirli Çocuk,Joseph Chilton Pearce,GÖRÜNMEZ ADAM YAYINLARI,341,TÜRKÇE,% 22,42.90,55.00,5,70,Karton Kapak,Kitap Kağıdı,9786056430138,2020-05-04,https://www.kitapyurdu.com/kitap/sihirli-cocuk/387232.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1141127/wi:100/wh:true;
Canım Arkadaşlarım,Kerstin Schoene,YAPI KREDİ YAYINLARI,28,TÜRKÇE,% 34,18.48,28.00,5,74,Ciltli,Kuşe Kağıt,9789750836480,2019-03-18,https://www.kitapyurdu.com/kitap/canim-arkadaslarim/394620.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1182107/wi:100/wh:true;
6 Asırlık Devlet 6 Yılda Nasıl Yıkıldı?,Ebubekir Sofuoğlu,NESİL YAYINLARI,192,TÜRKÇE,% 36,19.18,30.00,4,155,Karton Kapak,Kitap Kağıdı,9786051832746,2018-05-14,https://www.kitapyurdu.com/kitap/6-asirlik-devlet-6-yilda-nasil-yikildi/435467.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5968604/wi:100/wh:true;
Din Psikolojisi,Ali Ayten,TİMAŞ YAYINLARI,224,TÜRKÇE,% 30,38.50,55.00,4,99,Karton Kapak,Kitap Kağıdı,9786050804904,2019-03-05,https://www.kitapyurdu.com/kitap/din-psikolojisi/280864.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11468532/wi:100/wh:true;
Dolunay Dedektifleri 2 / Dehşet Mektuplar,Mavisel Yener,BİLGİ YAYINEVİ ÇOCUK KİTAPLARI,168,TÜRKÇE,% 30,21.00,30.00,5,61,Karton Kapak,Kitap Kağıdı,9789752202337,2016-08-01,https://www.kitapyurdu.com/kitap/dolunay-dedektifleri-2--dehset-mektuplar/98389.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:132764/wi:100/wh:true;
Mektuplarla Yunus Emre,Metin Akar,PALET YAYINLARI,176,TÜRKÇE,% 34,16.39,25.00,4,18,Karton Kapak,Kitap Kağıdı,9786257057295,2020-06-09,https://www.kitapyurdu.com/kitap/mektuplarla-yunus-emre/543324.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11239166/wi:100/wh:true;
Kaset,Anita Shreve,PEGASUS YAYINLARI,304,TÜRKÇE,% 78,10.13,45.00,4,126,Karton Kapak,Kitap Kağıdı,9786055360085,2011-10-18,https://www.kitapyurdu.com/kitap/kaset/262433.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:199429/wi:100/wh:true;
İşaret Çocukları,Cahit Zarifoğlu,BEYAN YAYINLARI,102,TÜRKÇE,% 23,18.48,24.00,5,586,Karton Kapak,Kitap Kağıdı,9789754735406,unknown,https://www.kitapyurdu.com/kitap/isaret-cocuklari/288850.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:44512/wi:100/wh:true;
Alice's Adventures in Wonderland (İngilizce-Türkçe Sözlüklü Alice Harikalar Diyarında),Lewis Carroll,KARBON KİTAPLAR,113,İNGİLİZCE-TÜRKÇE,% 50,10.00,20.00,5,20,Karton Kapak,Kitap Kağıdı,9786057738660,2019-10-17,https://www.kitapyurdu.com/kitap/alices-adventures-in-wonderland-ingilizceturkce-sozluklu-alice-harikalar-diyarinda/517720.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9991798/wi:100/wh:true;
Hz. Hatice Bint Huveylid / Peygamber Evinin Hanımları 1,Ömer Sabuncu,SİYER YAYINLARI,144,TÜRKÇE,% 30,17.50,25.00,5,32,Karton Kapak,Kitap Kağıdı,9786057558862,2019-06-28,https://www.kitapyurdu.com/kitap/hz-hatice-bint-huveylid--peygamber-evinin-hanimlari-1/507972.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11246450/wi:100/wh:true;
Hıristiyanlık,Şinasi Gündüz,İSAM / İSLAM ARAŞTIRMALARI MERKEZİ,211,TÜRKÇE,% 30,24.47,35.00,5,113,Karton Kapak,Kitap Kağıdı,9789753899178,2021-04-14,https://www.kitapyurdu.com/kitap/hiristiyanlik/97453.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11400803/wi:100/wh:true;
Değirmenimden Mektuplar,Alphonse Daudet,CAN YAYINLARI,192,TÜRKÇE,% 40,13.17,22.00,5,81,Karton Kapak,Kitap Kağıdı,9789750742750,2018-11-05,https://www.kitapyurdu.com/kitap/degirmenimden-mektuplar/243149.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11429645/wi:100/wh:true;
Bugün Nasıl Hissediyorsun?,Molly Potter,ALTIN KİTAPLAR,32,TÜRKÇE,% 36,25.67,40.00,5,17,Karton Kapak,Kuşe Kağıt,9789752125575,2020-03-16,https://www.kitapyurdu.com/kitap/bugun-nasil-hissediyorsun/535160.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11144352/wi:100/wh:true;
Felsefe İle Tasavvuf Arasında İbnü’l-Arabi,Franz Rosenthal,PİNHAN YAYINCILIK,104,TÜRKÇE,% 40,19.20,32.00,5,13,Karton Kapak,Kitap Kağıdı,9786057768742,2021-09-16,https://www.kitapyurdu.com/kitap/felsefe-ile-tasavvuf-arasinda-ibnularabi/592115.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11453876/wi:100/wh:true;
Eş-Şeceretü’n-Numaniyye fi’d-Devlet-i Osmaniyye,Muhyiddin İbn Arabi,IQ KÜLTÜR SANAT YAYINCILIK,218,TÜRKÇE,% 38,28.13,45.00,5,117,Karton Kapak,Kitap Kağıdı,9789752554658,2017-06-09,https://www.kitapyurdu.com/kitap/esseceretunnumaniyye-fiddevleti-osmaniyye/426589.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:3942866/wi:100/wh:true;
Kılıçlar ve Kalemler,Yavuz Bülent Bakiler,YAKIN PLAN YAYINLARI,280,TÜRKÇE,% 27,20.45,28.00,5,167,Karton Kapak,Kitap Kağıdı,9786055027292,2014-11-26,https://www.kitapyurdu.com/kitap/kiliclar-ve-kalemler/355591.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:993540/wi:100/wh:true;
İyi Gidiyorsun,Mehmet Dinç,AŞİNA,128,TÜRKÇE,% 24,24.35,32.00,5,56,Karton Kapak,Kitap Kağıdı,9786056824777,2019-04-25,https://www.kitapyurdu.com/kitap/iyi-gidiyorsun/502175.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11204546/wi:100/wh:true;
Uğurböceği Sevecen ile Salyangoz Tomurcuk 34: Cırcırböceği Cancan’ın Kemanı,Erika Bartos,YAPI KREDİ YAYINLARI,24,TÜRKÇE,% 34,4.62,7.00,5,9,Karton Kapak,Kitap Kağıdı,9789750849107,2021-10-06,https://www.kitapyurdu.com/kitap/ugurbocegi-sevecen-ile-salyangoz-tomurcuk-34-circirbocegi-cancanin-kemani/572674.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11364761/wi:100/wh:true;
Yas & Uzun Bir Veda,Prof. Dr. Şengül Hablemitoğlu,DOĞAN KİTAP,200,TÜRKÇE,% 26,31.25,42.00,0,0,Karton Kapak,Kitap Kağıdı,9786050982961,2021-05-07,https://www.kitapyurdu.com/kitap/yas-amp-uzun-bir-veda/580657.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11408032/wi:100/wh:true;
Dahiler Sınıfı: Mozart Müziğin Dahisi,Davide Morosinotto,DOMİNGO YAYINEVİ,80,TÜRKÇE,% 37,22.77,36.00,5,57,Karton Kapak,Kitap Kağıdı,9786051980256,2018-01-08,https://www.kitapyurdu.com/kitap/dahiler-sinifi-mozart-muzigin-dahisi/447302.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5148750/wi:100/wh:true;
Raf Ömrü,A. Ali Ural,ŞULE YAYINLARI,157,TÜRKÇE,% 40,19.20,32.00,5,160,Karton Kapak,Kitap Kağıdı,9786052199152,2020-03-02,https://www.kitapyurdu.com/kitap/raf-omru/520815.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11122968/wi:100/wh:true;
Bir Kuzey Macerası,Jack London,KAPRA YAYINCILIK,48,TÜRKÇE,% 46,4.90,9.00,5,14,Karton Kapak,Kitap Kağıdı,9786257784818,2020-12-21,https://www.kitapyurdu.com/kitap/bir-kuzey-macerasi/566691.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11332418/wi:100/wh:true;
Mekanın Poetikası,Gaston Bachelard,İTHAKİ YAYINLARI,288,TÜRKÇE,% 40,40.17,67.00,5,74,Karton Kapak,Kitap Kağıdı,9786053753667,2020-12-14,https://www.kitapyurdu.com/kitap/mekanin-poetikasi/322454.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11328106/wi:100/wh:true;
Manves City,Latife Tekin,CAN YAYINLARI,152,TÜRKÇE,% 48,23.29,45.00,4,71,Karton Kapak,Kitap Kağıdı,9789750738807,2019-03-22,https://www.kitapyurdu.com/kitap/manves-city/480421.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:8430172/wi:100/wh:true;
Mutlu Beyin,Bahri Karaçay,TÜBİTAK YAYINLARI,216,TÜRKÇE,% 10,10.80,12.00,5,97,Karton Kapak,Kitap Kağıdı,9786053122821,2019-01-19,https://www.kitapyurdu.com/kitap/mutlu-beyin/490661.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:7889190/wi:100/wh:true;
Bir Nefes Gibi,Ferzan Özpetek,CAN YAYINLARI,160,TÜRKÇE,% 48,21.74,42.00,4,98,Karton Kapak,Kitap Kağıdı,9789750744655,2020-06-22,https://www.kitapyurdu.com/kitap/bir-nefes-gibi/543996.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11366111/wi:100/wh:true;
Yedi İklim Dört Bucak,Evliya Çelebi,CAN ÇOCUK YAYINLARI,85,TÜRKÇE,% 40,14.96,25.00,5,90,Karton Kapak,3. Hm. Kağıt,9789750701306,2018-04-05,https://www.kitapyurdu.com/kitap/yedi-iklim-dort-bucak/44518.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11349920/wi:100/wh:true;
Rüya Postacısı,Selcen Yüksel Arvas,TİMAŞ ÇOCUK YAYINLARI,160,TÜRKÇE,% 30,33.24,47.50,5,86,Ciltli,Kitap Kağıdı,9786050823479,2019-03-04,https://www.kitapyurdu.com/kitap/ruya-postacisi/399410.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11349331/wi:100/wh:true;
Bazen Bahar,Melisa Kesmez,İLETİŞİM YAYINLARI,119,TÜRKÇE,% 30,21.40,30.50,5,57,Karton Kapak,Kitap Kağıdı,9789750527180,2020-10-06,https://www.kitapyurdu.com/kitap/bazen-bahar/510000.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9348551/wi:100/wh:true;
2022 KPSS'nin Pusulası Coğrafya Soru Bankası,Barış Salt,DOĞRU TERCİH YAYINLARI,416,TÜRKÇE,% 45,65.45,119.00,0,0,Karton Kapak,1. Hm. Kağıt,9786052336748,2021-09-06,https://www.kitapyurdu.com/kitap/2022-kpssnin-pusulasi-cografya-soru-bankasi/591590.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11452679/wi:100/wh:true;
Beyin Yakan Sözel Mantık Soruları Tamamı Çözümlü,Rüştü Bayındır,PELİKAN YAYINLARI,96,TÜRKÇE,% 45,21.94,39.90,4,29,Karton Kapak,1. Hm. Kağıt,9786057868107,2020-07-22,https://www.kitapyurdu.com/kitap/beyin-yakan-sozel-mantik-sorulari-tamami-cozumlu/500936.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10091481/wi:100/wh:true;
Devletin Derin Aklı,Ramazan İzol,LOPUS,272,TÜRKÇE,% 40,22.80,38.00,4,125,Karton Kapak,Kitap Kağıdı,9786057948274,2019-10-22,https://www.kitapyurdu.com/kitap/devletin-derin-akli/518423.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10056758/wi:100/wh:true;
Mantık,Nurettin Topçu,DERGAH YAYINLARI,96,TÜRKÇE,% 25,16.50,22.00,4,173,Karton Kapak,Kitap Kağıdı,9789759954734,2011-06-01,https://www.kitapyurdu.com/kitap/mantik/43109.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1008635/wi:100/wh:true;
Ben Ne Biliim: Doğa,Hatice Kübra Tongar,HAYY KİTAP,64,TÜRKÇE,% 40,24.00,40.00,0,0,Karton Kapak,Kitap Kağıdı,9786257909730,2021-02-04,https://www.kitapyurdu.com/kitap/ben-ne-biliim-doga/570887.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11354501/wi:100/wh:true;
11. Peron,Gökhan Duman,VADİ YAYINLARI,208,TÜRKÇE,% 40,26.97,45.00,5,103,Karton Kapak,Kitap Kağıdı,9786055830748,2020-10-28,https://www.kitapyurdu.com/kitap/11-peron/454683.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11482679/wi:100/wh:true;
Yolların Sonu,Hüseyin Nihal Atsız,ÖTÜKEN NEŞRİYAT,157,TÜRKÇE,%0,22.00,22.00,5,802,Karton Kapak,Kitap Kağıdı,9786254081767,2021-10-07,https://www.kitapyurdu.com/kitap/yollarin-sonu/595418.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11462967/wi:100/wh:true;
Bu Zamanın Sabrı,Nureddin Yıldız,TAHLİL YAYINLARI,288,TÜRKÇE,% 30,16.10,23.00,5,214,Karton Kapak,Kitap Kağıdı,9786056139109,2020-12-03,https://www.kitapyurdu.com/kitap/bu-zamanin-sabri/250885.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:9912529/wi:100/wh:true;
Amerika Atilla’ya Karşı & Amerikan Hapishanelerinde Bir Türk Bankacı,Hakan Atilla,DOĞAN KİTAP,384,TÜRKÇE,% 26,43.15,58.00,5,7,Karton Kapak,Kitap Kağıdı,9786258036817,2022-01-12,https://www.kitapyurdu.com/kitap/amerika-atillaya-karsi-amp-amerikan-hapishanelerinde-bir-turk-bankaci/605425.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11506919/wi:100/wh:true;
Hikayeler / Orhan Veli,Orhan Veli Kanık,KAPRA YAYINCILIK,50,TÜRKÇE,% 46,4.90,9.00,4,7,Karton Kapak,Kitap Kağıdı,9786257300315,2021-01-18,https://www.kitapyurdu.com/kitap/hikayeler--orhan-veli/569721.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11348289/wi:100/wh:true;
Her Güne Bir Nietzsche & Stres, Korku ve Endişelere Karşı,Allan Percy,PENA YAYINLARI,232,TÜRKÇE,% 31,27.50,40.00,4,148,Karton Kapak,Kitap Kağıdı,9786055057015,2019-10-21,https://www.kitapyurdu.com/kitap/her-gune-bir-nietzsche-amp-stres-korku-ve-endiselere-karsi/322712.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1125535/wi:100/wh:true;
Big Bang ve Tanrı,Prof. Dr. Caner Taslaman,İSTANBUL YAYINEVİ,256,TÜRKÇE,% 33,28.00,42.00,4,275,Karton Kapak,Kitap Kağıdı,9789758727025,2013-03-01,https://www.kitapyurdu.com/kitap/big-bang-ve-tanri/55898.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:1008190/wi:100/wh:true;
Kayı XI - Elveda,Prof.Dr. Ahmet Şimşirgil,TİMAŞ YAYINLARI,352,TÜRKÇE,% 30,42.00,60.00,4,244,Karton Kapak,Kitap Kağıdı,9786050830279,2019-10-03,https://www.kitapyurdu.com/kitap/kayi-xi--elveda/514733.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10299838/wi:100/wh:true;
Karun ve Anarşist,Prof. Dr. İskender Pala,KAPI YAYINLARI,320,TÜRKÇE,% 31,24.15,35.00,5,1234,Karton Kapak,Kitap Kağıdı,9786055147860,2017-01-04,https://www.kitapyurdu.com/kitap/karun-ve-anarsist/412766.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:2828846/wi:100/wh:true;
Gün Bey’in Penceresi,Ceyhun Şen,CAN ÇOCUK YAYINLARI,40,TÜRKÇE,% 48,17.08,33.00,5,67,Karton Kapak,Kuşe Kağıt,9789750736896,2019-09-24,https://www.kitapyurdu.com/kitap/gun-beyin-penceresi/455672.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11248755/wi:100/wh:true;
Mağara Arkadaşları,Ayfer Tunç,CAN YAYINLARI,192,TÜRKÇE,% 42,28.30,49.00,5,78,Karton Kapak,Kitap Kağıdı,9789750722134,2019-03-28,https://www.kitapyurdu.com/kitap/magara-arkadaslari/88441.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11373979/wi:100/wh:true;
Zargana,Hakan Günday,DOĞAN KİTAP,208,TÜRKÇE,% 26,31.99,43.00,4,356,Karton Kapak,Kitap Kağıdı,9789759914899,2013-02-13,https://www.kitapyurdu.com/kitap/zargana/46162.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:35917/wi:100/wh:true;
Yağmur Yağdıran Kedi / Daldaki Kedinin Kırmızı Masalları ,Marcel Ayme,CAN ÇOCUK YAYINLARI,173,TÜRKÇE,% 42,27.99,48.00,5,56,Karton Kapak,Kitap Kağıdı,9789750709685,2018-11-08,https://www.kitapyurdu.com/kitap/yagmur-yagdiran-kedi--daldaki-kedinin-kirmizi-masallari-/10083.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11411529/wi:100/wh:true;
Uçamayan Kuş Baykuş,Muharrem Buhara,CAN ÇOCUK YAYINLARI,104,TÜRKÇE,% 48,16.04,31.00,5,25,Karton Kapak,Kitap Kağıdı,9789750716126,2018-10-26,https://www.kitapyurdu.com/kitap/ucamayan-kus-baykus/292607.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11488005/wi:100/wh:true;
Hunlar Hakanı Attila,Nick Fields,KRONİK KİTAP,64,TÜRKÇE,% 37,44.28,70.00,5,19,Karton Kapak,Kitap Kağıdı,9786257631020,2021-03-16,https://www.kitapyurdu.com/kitap/hunlar-hakani-attila/575844.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11384783/wi:100/wh:true;
Buhara Hanlığı (1500-1920),Murat Özkan,SELENGE YAYINLARI,128,TÜRKÇE,% 20,16.00,20.00,5,16,Karton Kapak,Kitap Kağıdı,9786054944781,2021-02-24,https://www.kitapyurdu.com/kitap/buhara-hanligi-15001920/573598.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11371995/wi:100/wh:true;
Neden Bu Kadar Akıllıyım?,Friedrich Nietzsche,CAN YAYINLARI,64,TÜRKÇE,% 40,7.78,13.00,5,12,Karton Kapak,Kitap Kağıdı,9789750752049,2021-08-10,https://www.kitapyurdu.com/kitap/neden-bu-kadar-akilliyim/588777.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11439062/wi:100/wh:true;
Çocuk Psikolojisi,Jean Piaget,PİNHAN YAYINCILIK,144,TÜRKÇE,% 42,23.20,40.00,5,113,Karton Kapak,Kitap Kağıdı,9786055302849,2016-05-24,https://www.kitapyurdu.com/kitap/cocuk-psikolojisi/395957.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:5053048/wi:100/wh:true;
Sümer Mitolojisi,Samuel N. Kramer,KABALCI YAYINLARI,220,TÜRKÇE,% 34,43.00,65.00,5,103,Karton Kapak,3. Hm. Kağıt,9786055272807,1970-01-01,https://www.kitapyurdu.com/kitap/sumer-mitolojisi/2170.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11258139/wi:100/wh:true;
Boğaziçi’nde Saklambaç,Mina Tansel,CAN ÇOCUK YAYINLARI,232,TÜRKÇE,% 46,21.60,40.00,5,16,Karton Kapak,Kitap Kağıdı,9789750739682,2019-04-30,https://www.kitapyurdu.com/kitap/bogazicinde-saklambac/502192.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11441046/wi:100/wh:true;
Sus Barbatus! 2,Faruk Duman,YAPI KREDİ YAYINLARI,592,TÜRKÇE,% 34,27.72,42.00,5,23,Karton Kapak,Kitap Kağıdı,9789750848445,2020-10-17,https://www.kitapyurdu.com/kitap/sus-barbatus-2/558617.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11291246/wi:100/wh:true;
Dinozor Zamanı / Kral Şakir İlk Okuma Kitabı 12,Varol Yaşaroğlu,EKSİK PARÇA ÇOCUK,32,TÜRKÇE,% 34,21.12,32.00,5,5,Karton Kapak,Kitap Kağıdı,9786257124706,2021-02-15,https://www.kitapyurdu.com/kitap/dinozor-zamani--kral-sakir-ilk-okuma-kitabi-12/572106.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11360902/wi:100/wh:true;
Elden Düşme Dünya,Wilhelm Genazino,JAGUAR KİTAP,144,TÜRKÇE,% 40,16.80,28.00,4,39,Karton Kapak,Kitap Kağıdı,9786257027038,2021-03-08,https://www.kitapyurdu.com/kitap/elden-dusme-dunya/542230.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11231753/wi:100/wh:true;
Ölüler Yaşıyorlar mı? (2 Cilt),Hüseyin Rahmi Gürpınar,KAPRA YAYINCILIK,512,TÜRKÇE,% 23,13.80,18.00,4,22,Karton Kapak,Kitap Kağıdı,9786257751681,2021-01-13,https://www.kitapyurdu.com/kitap/oluler-yasiyorlar-mi-2-cilt/569242.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11345532/wi:100/wh:true;
Şık,Hüseyin Rahmi Gürpınar,KAPRA YAYINCILIK,112,TÜRKÇE,% 46,4.90,9.00,5,8,Karton Kapak,Kitap Kağıdı,9786257300513,2021-01-26,https://www.kitapyurdu.com/kitap/sik/570626.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11353191/wi:100/wh:true;
Notre Dame'ın Kamburu,Victor Hugo,İSKELE YAYINCILIK,408,TÜRKÇE,% 58,13.86,33.00,5,153,Karton Kapak,Kitap Kağıdı,9789759099213,2005-07-31,https://www.kitapyurdu.com/kitap/notre-damein-kamburu/72597.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:10883085/wi:100/wh:true;
Koşmak İstiyorum,Wendelin Van Draanen,BEYAZ BALİNA YAYINLARI,408,TÜRKÇE,% 25,31.50,42.00,5,65,Karton Kapak,Kitap Kağıdı,9786051880341,2016-10-31,https://www.kitapyurdu.com/kitap/kosmak-istiyorum/406774.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:2252904/wi:100/wh:true;
Siyah - Gölgen De Sensin,Pınar Gogulan,LİBROS KİTAP,272,TÜRKÇE,% 35,25.97,40.00,5,20,Karton Kapak,Kitap Kağıdı,9786059151443,2022-01-26,https://www.kitapyurdu.com/kitap/siyah--golgen-de-sensin/557073.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11284738/wi:100/wh:true;
Altı Yıl ,Harlan Coben,MARTI YAYINLARI,400,TÜRKÇE,% 45,32.45,59.00,5,30,Karton Kapak,Kitap Kağıdı,9786254481796,2021-06-16,https://www.kitapyurdu.com/kitap/alti-yil-/566202.html&path=1,https://img.kitapyurdu.com/v1/getImage/fn:11428987/wi:100/wh:true;
